elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20003,"SUPREME COURT DISTRICT 3",,9,9,2,"NO",,28,255,769,1052,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20004,"SUPREME COURT DISTRICT 4",,9,9,1,"YES",,23,98,414,535,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20004,"SUPREME COURT DISTRICT 4",,9,9,2,"NO",,28,256,766,1050,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20007,"SUPREME COURT DISTRICT 7",,9,9,1,"YES",,22,104,434,560,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20007,"SUPREME COURT DISTRICT 7",,9,9,2,"NO",,28,250,746,1024,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,9,9,1,"YES",,26,183,599,808,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,9,9,2,"NO",,22,164,547,733,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,9,9,1,"YES",,25,172,594,791,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,9,9,2,"NO",,23,174,550,747,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,9,9,1,"YES",,22,156,540,718,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,9,9,2,"NO",,26,187,602,815,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,9,9,1,"YES",,23,179,602,804,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,9,9,2,"NO",,25,159,528,712,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,9,9,1,"YES",,22,182,621,825,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,9,9,2,"NO",,26,156,510,692,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,9,9,1,"YES",,20,181,610,811,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,9,9,2,"NO",,27,157,514,698,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,9,9,1,"YES",,18,150,509,677,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,9,9,2,"NO",,29,187,614,830,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,9,9,1,"YES",,18,163,555,736,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,9,9,2,"NO",,29,175,572,776,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,9,9,1,"YES",,18,165,543,726,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,9,9,2,"NO",,30,172,582,784,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,9,9,1,"FOR THE PROPOSAL - YES",,18,133,400,551,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,9,9,2,"AGAINST THE PROPOSAL - NO",,31,223,777,1031,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,9,9,1,"FOR THE PROPOSAL - YES",,45,334,1091,1470,,
11/5/2024,"ROGER MILLS","ROGER MILLS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,9,9,2,"AGAINST THE PROPOSAL - NO",,10,31,127,168,,
11/5/2024,"ROGERS","ROGERS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,38,38,1,"CHASE OLIVER | MIKE TER MAAT",LIB,11,33,207,251,,
11/5/2024,"ROGERS","ROGERS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,38,38,2,"DONALD J. TRUMP | JD VANCE",REP,1369,9730,24843,35942,,
11/5/2024,"ROGERS","ROGERS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,38,38,3,"KAMALA D. HARRIS | TIM WALZ",DEM,949,2902,6295,10146,,
11/5/2024,"ROGERS","ROGERS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,38,38,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,20,78,346,444,,
11/5/2024,"ROGERS","ROGERS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,38,38,5,"CHRIS GARRITY | CODY BALLARD",IND,6,29,84,119,,
11/5/2024,"ROGERS","ROGERS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,38,38,1,"CHAD WILLIAMS",LIB,131,742,2494,3367,,
11/5/2024,"ROGERS","ROGERS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,38,38,2,"J. BRIAN BINGMAN",REP,1351,9272,23183,33806,,
11/5/2024,"ROGERS","ROGERS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,38,38,3,"HAROLD D SPRADLING",DEM,801,2591,5618,9010,,
11/5/2024,"ROGERS","ROGERS COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,5,5,1,"KEVIN HERN",REP,307,2449,3698,6454,,
11/5/2024,"ROGERS","ROGERS COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,5,5,2,"DENNIS BAKER",DEM,207,775,968,1950,,
11/5/2024,"ROGERS","ROGERS COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,5,5,3,"MARK DAVID GARCIA SANDERS",IND,15,96,269,380,,
11/5/2024,"ROGERS","ROGERS COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,33,33,1,"JOSH BRECHEEN",REP,1068,7157,20038,28263,,
11/5/2024,"ROGERS","ROGERS COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,33,33,2,"BRANDON WADE",DEM,666,1906,4950,7522,,
11/5/2024,"ROGERS","ROGERS COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,33,33,3,"RONNIE HOPKINS",IND,41,275,1443,1759,,
11/5/2024,"ROGERS","ROGERS COUNTY",10009,"FOR STATE SENATOR DISTRICT 3",,2,2,1,"JULIE McINTOSH",REP,63,385,1913,2361,,
11/5/2024,"ROGERS","ROGERS COUNTY",10009,"FOR STATE SENATOR DISTRICT 3",,2,2,2,"MARGARET COOK",IND,24,73,392,489,,
11/5/2024,"ROGERS","ROGERS COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 74",,2,2,1,"MARK VANCUREN",REP,205,1720,1816,3741,,
11/5/2024,"ROGERS","ROGERS COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 74",,2,2,2,"AARON BRENT",IND,94,377,438,909,,
11/5/2024,"ROGERS","ROGERS COUNTY",20003,"SUPREME COURT DISTRICT 3",,38,38,1,"YES",,1165,4719,12690,18574,,
11/5/2024,"ROGERS","ROGERS COUNTY",20003,"SUPREME COURT DISTRICT 3",,38,38,2,"NO",,913,7038,16843,24794,,
11/5/2024,"ROGERS","ROGERS COUNTY",20004,"SUPREME COURT DISTRICT 4",,38,38,1,"YES",,1114,4623,12431,18168,,
11/5/2024,"ROGERS","ROGERS COUNTY",20004,"SUPREME COURT DISTRICT 4",,38,38,2,"NO",,963,7093,17019,25075,,
11/5/2024,"ROGERS","ROGERS COUNTY",20007,"SUPREME COURT DISTRICT 7",,38,38,1,"YES",,1128,4884,13109,19121,,
11/5/2024,"ROGERS","ROGERS COUNTY",20007,"SUPREME COURT DISTRICT 7",,38,38,2,"NO",,943,6858,16414,24215,,
11/5/2024,"ROGERS","ROGERS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,38,38,1,"YES",,1308,7457,18180,26945,,
11/5/2024,"ROGERS","ROGERS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,38,38,2,"NO",,689,3990,10801,15480,,
11/5/2024,"ROGERS","ROGERS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,38,38,1,"YES",,1357,7243,17733,26333,,
11/5/2024,"ROGERS","ROGERS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,38,38,2,"NO",,647,4194,11083,15924,,
11/5/2024,"ROGERS","ROGERS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,38,38,1,"YES",,1317,6108,15402,22827,,
11/5/2024,"ROGERS","ROGERS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,38,38,2,"NO",,689,5313,13396,19398,,
11/5/2024,"ROGERS","ROGERS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,38,38,1,"YES",,1277,7531,18136,26944,,
11/5/2024,"ROGERS","ROGERS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,38,38,2,"NO",,730,3863,10586,15179,,
11/5/2024,"ROGERS","ROGERS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,38,38,1,"YES",,1281,7570,18235,27086,,
11/5/2024,"ROGERS","ROGERS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,38,38,2,"NO",,705,3787,10423,14915,,
11/5/2024,"ROGERS","ROGERS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,38,38,1,"YES",,1292,7438,17998,26728,,
11/5/2024,"ROGERS","ROGERS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,38,38,2,"NO",,704,3900,10646,15250,,
11/5/2024,"ROGERS","ROGERS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,38,38,1,"YES",,1310,6123,15348,22781,,
11/5/2024,"ROGERS","ROGERS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,38,38,2,"NO",,686,5236,13280,19202,,
11/5/2024,"ROGERS","ROGERS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,38,38,1,"YES",,1284,6779,16561,24624,,
11/5/2024,"ROGERS","ROGERS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,38,38,2,"NO",,688,4361,11722,16771,,
11/5/2024,"ROGERS","ROGERS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,38,38,1,"YES",,1281,6370,15860,23511,,
11/5/2024,"ROGERS","ROGERS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,38,38,2,"NO",,695,4785,12432,17912,,
11/5/2024,"ROGERS","ROGERS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,38,38,1,"FOR THE PROPOSAL - YES",,873,4150,10370,15393,,
11/5/2024,"ROGERS","ROGERS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,38,38,2,"AGAINST THE PROPOSAL - NO",,1243,7867,19546,28656,,
11/5/2024,"ROGERS","ROGERS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,38,38,1,"FOR THE PROPOSAL - YES",,1774,10562,26601,38937,,
11/5/2024,"ROGERS","ROGERS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,38,38,2,"AGAINST THE PROPOSAL - NO",,441,1771,4000,6212,,
11/5/2024,"ROGERS","TOWN OF FOYIL",46601,"PROPOSITION  TOWN OF FOYIL",,1,1,1,"FOR THE PROPOSITION - YES",,1,3,38,42,,
11/5/2024,"ROGERS","TOWN OF FOYIL",46601,"PROPOSITION  TOWN OF FOYIL",,1,1,2,"AGAINST THE PROPOSITION - NO",,2,6,53,61,,
11/5/2024,"ROGERS","CITY OF TULSA",47202,"FOR MAYOR  CITY OF TULSA",,4,4,1,"MONROE NICHOLS",,0,0,0,0,ROGERS
11/5/2024,"ROGERS","CITY OF TULSA",47202,"FOR MAYOR  CITY OF TULSA",,4,4,2,"KAREN KEITH",,0,0,0,0,ROGERS
11/5/2024,"ROGERS","FOYIL FIRE",60661,"FOR BOARD MEMBER MEMBER OF THE BOARD OF DIRECTORS  FOYIL FIRE",,3,3,1,"PERRY ATCHLEY",,53,238,1068,1359,ROGERS
11/5/2024,"ROGERS","FOYIL FIRE",60661,"FOR BOARD MEMBER MEMBER OF THE BOARD OF DIRECTORS  FOYIL FIRE",,3,3,2,"DENNY GRIGG",,19,163,540,722,ROGERS
11/5/2024,"ROGERS","VERDIGRIS FIRE",60662,"FOR BOARD MEMBER MEMBER OF THE BOARD OF DIRECTORS  VERDIGRIS FIRE",,4,4,1,"BRUCE COON",,60,421,957,1438,ROGERS
11/5/2024,"ROGERS","VERDIGRIS FIRE",60662,"FOR BOARD MEMBER MEMBER OF THE BOARD OF DIRECTORS  VERDIGRIS FIRE",,4,4,2,"MIKE L. MILLER",,102,659,1749,2510,ROGERS
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,1,"CHASE OLIVER | MIKE TER MAAT",LIB,4,4,27,35,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,2,"DONALD J. TRUMP | JD VANCE",REP,150,1167,4634,5951,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,3,"KAMALA D. HARRIS | TIM WALZ",DEM,104,448,1399,1951,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,7,10,76,93,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,5,"CHRIS GARRITY | CODY BALLARD",IND,1,4,9,14,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,1,"CHAD WILLIAMS",LIB,29,91,424,544,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,2,"J. BRIAN BINGMAN",REP,137,1105,4261,5503,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,3,"HAROLD D SPRADLING",DEM,91,417,1359,1867,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,11,11,1,"STEPHANIE BICE",REP,156,1180,4596,5932,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,11,11,2,"MADISON HORN",DEM,102,437,1477,2016,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20003,"SUPREME COURT DISTRICT 3",,11,11,1,"YES",,125,658,2532,3315,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20003,"SUPREME COURT DISTRICT 3",,11,11,2,"NO",,113,833,3207,4153,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20004,"SUPREME COURT DISTRICT 4",,11,11,1,"YES",,113,654,2462,3229,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20004,"SUPREME COURT DISTRICT 4",,11,11,2,"NO",,123,828,3263,4214,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20007,"SUPREME COURT DISTRICT 7",,11,11,1,"YES",,119,671,2583,3373,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20007,"SUPREME COURT DISTRICT 7",,11,11,2,"NO",,118,812,3157,4087,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,11,11,1,"YES",,136,844,3226,4206,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,11,11,2,"NO",,97,608,2416,3121,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,11,11,1,"YES",,139,857,3202,4198,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,11,11,2,"NO",,86,585,2405,3076,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,11,11,1,"YES",,138,783,2950,3871,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,11,11,2,"NO",,87,651,2644,3382,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,11,11,1,"YES",,133,865,3269,4267,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,11,11,2,"NO",,92,569,2303,2964,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,11,11,1,"YES",,132,864,3290,4286,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,11,11,2,"NO",,92,563,2263,2918,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,11,11,1,"YES",,125,847,3183,4155,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,11,11,2,"NO",,95,584,2366,3045,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,11,11,1,"YES",,128,807,2902,3837,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,11,11,2,"NO",,95,622,2650,3367,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,11,11,1,"YES",,125,847,3074,4046,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,11,11,2,"NO",,97,580,2470,3147,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,11,11,1,"YES",,127,811,2881,3819,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,11,11,2,"NO",,96,614,2661,3371,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,11,11,1,"FOR THE PROPOSAL - YES",,101,549,2099,2749,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,11,11,2,"AGAINST THE PROPOSAL - NO",,134,939,3651,4724,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,11,11,1,"FOR THE PROPOSAL - YES",,210,1269,5042,6521,,
11/5/2024,"SEMINOLE","SEMINOLE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,11,11,2,"AGAINST THE PROPOSAL - NO",,38,249,819,1106,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,7,45,52,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,2,"DONALD J. TRUMP | JD VANCE",REP,266,2092,10133,12491,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,3,"KAMALA D. HARRIS | TIM WALZ",DEM,176,484,2247,2907,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,8,6,81,95,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,5,"CHRIS GARRITY | CODY BALLARD",IND,1,4,33,38,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,1,"CHAD WILLIAMS",LIB,22,102,732,856,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,2,"J. BRIAN BINGMAN",REP,252,1980,9227,11459,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,3,"HAROLD D SPRADLING",DEM,164,474,2307,2945,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,1,"JOSH BRECHEEN",REP,257,2032,9346,11635,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,2,"BRANDON WADE",DEM,173,480,2354,3007,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,3,"RONNIE HOPKINS",IND,10,46,598,654,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,9,9,1,"WARREN D HAMILTON",REP,103,1074,3928,5105,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,9,9,2,"JERRY L. DONATHAN",DEM,74,268,1049,1391,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20003,"SUPREME COURT DISTRICT 3",,25,25,1,"YES",,220,865,4702,5787,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20003,"SUPREME COURT DISTRICT 3",,25,25,2,"NO",,165,1435,6676,8276,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20004,"SUPREME COURT DISTRICT 4",,25,25,1,"YES",,207,837,4602,5646,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20004,"SUPREME COURT DISTRICT 4",,25,25,2,"NO",,178,1458,6773,8409,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20007,"SUPREME COURT DISTRICT 7",,25,25,1,"YES",,205,909,4881,5995,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20007,"SUPREME COURT DISTRICT 7",,25,25,2,"NO",,180,1392,6508,8080,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,25,25,1,"YES",,226,1363,6867,8456,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,25,25,2,"NO",,147,865,4228,5240,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,25,25,1,"YES",,229,1289,6265,7783,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,25,25,2,"NO",,153,927,4807,5887,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,25,25,1,"YES",,231,1149,5786,7166,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,25,25,2,"NO",,150,1067,5263,6480,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,25,25,1,"YES",,217,1440,7094,8751,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,25,25,2,"NO",,161,771,3941,4873,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,25,25,1,"YES",,228,1463,7205,8896,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,25,25,2,"NO",,151,749,3794,4694,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,25,25,1,"YES",,225,1451,7014,8690,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,25,25,2,"NO",,152,756,3981,4889,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,25,25,1,"YES",,229,1119,5711,7059,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,25,25,2,"NO",,147,1088,5278,6513,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,25,25,1,"YES",,229,1259,6203,7691,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,25,25,2,"NO",,142,811,4321,5274,,
